ko_ingredient,en_ingredient,use,score
밀크아미노산,Milk Amino Acids,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",1.0
피이지/피피지-15/15다이메티콘,PEG/PPG-15/15 Dimethicone,"안티케이킹제, 계면활성제(유화제)",
포타슘퍼설페이트,Potassium Persulfate,산화제,6.0
암모늄퍼설페이트,Ammonium Persulfate,산화제,7.0
비스-(C12-14알킬피피지-2)헥사메틸렌다이우레아,Bis-(C12-14 Alkyl PPG-2) Hexamethylenediurea,점도증가제(비수성),1.0
카바카바뿌리추출물,Piper Methysticum Root Extract,피부컨디셔닝제(기타),
팔미토일트리펩타이드-3,Palmitoyl Tripeptide-3,,1.0
노니잎세포배양추출물,Morinda Citrifolia Leaf Cell Culture Extract,피부컨디셔닝제(기타),
에르고스테롤,Ergosterol,피부컨디셔닝제(기타),1.0
효모/게르마늄발효물,Saccharomyces/Germanium Ferment,,
코치닐선인장열매가루,,,
"4,4'-아이소프로필리덴다이페놀/에피클로로하이드린코폴리머","4,4'-Isopropylidenediphenol/Epichlorohydrin Copolymer",피막형성제,
왕벚나무꽃추출물,Prunus Yedoensis Flower Extract,"피부보호제, 피부컨디셔닝제(보습제), 피부컨디셔닝제(기타)",1.0
와라타꽃/잎추출물,Telopea Speciosissima Flower/Leaf Extract,"산화방지제, 보습제, 피부보호제, 피부컨디셔닝제(기타)",
카쿠두플럼씨오일,Terminalia Ferdinandiana Seed Oil,"산화방지제, 헤어컨디셔닝제, 보습제, 피부보호제, 피부컨디셔닝제(유연제), 피부컨디셔닝제(보습제)",
호주핑거라임씨오일,Citrus Australasica Seed Oil,"산화방지제, 헤어컨디셔닝제, 보습제, 피부컨디셔닝제(기타)",
유칼립투스잎,Eucalyptus Globulus Leaf,피부컨디셔닝제(기타),
아이소프로필아세테이트,Isopropyl Acetate,"착향제, 용제",1.0
내추럴베타인,Natural Betaine,,
가노데르마 암보이넨스추출물,Ganoderma Amboinense (Mushroom) Extract,피부컨디셔닝제(보습제),
다이팔미토일글리세로포스포콜린,Dipalmitoyl Glycerophosphocholine,피부컨디셔닝제(기타),
다이세틸다이펩타이드-9,Dicetyl Dipeptide-9,피부컨디셔닝제(기타),
헥사펩타이드-12,Hexapeptide-12,피부컨디셔닝제(기타),
니코티노일트라이펩타이드-35,Nicotinoyl Tripeptide-35,산화방지제,
노나펩타이드-7,Nonapeptide-7,피부컨디셔닝제(기타),
세럼단백질,Serum Protein,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
거미줄추출물,Spider Web Extract,피부컨디셔닝제(기타),
폴리쿼터늄-53,Polyquaternium-53,헤어컨디셔닝제,2.0
메틸메티오닌,Methylmethionine,피부컨디셔닝제(유연제),
검정콩가루,Glycine Max (Soybean) Seed Powder;Glycine Soja (Soybean) Seed Powder,"각질제거제, 피부컨디셔닝제(기타)",
톨오일,Tall Oil,피부컨디셔닝제(수분차단제),2.0
바실러스/잠사추출물발효여과물,,,
락토바실러스/감초뿌리추출물발효여과물,Lactobacillus/Licorice Root Extract Ferment Filtrate,피부컨디셔닝제(기타),
락토바실러스/인삼추출물발효여과물,Lactobacillus/Panax Ginseng Root Extract Ferment Filtrate,피부컨디셔닝제(기타),
티이에이-설페이트,TEA-Sulfate,,2.0
"폴리(1,2-부탄다이올)-4 피이지/피피지-29/9메틸글루코오스","Poly(1,2-Butanediol)-4 PEG/PPG-29/9 Methyl Glucose",피부컨디셔닝제(보습제),
코코넛지방산,coconut fatty acid,계면활성제(세정제),
폴리글리세릴-10폴리리시놀리에이트,Polyglyceryl-10 Polyricinoleate,"계면활성제-유화제, 점증제-비수용성",
화이트폰드릴리꽃추출물,Nymphaea Gigantea Flower Extract,"산화방지제, 착향제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
샤그바크히코리껍질추출물,Carya Ovata Bark Extract,피부컨디셔닝제(기타),
백서향추출물,Daphne Kiusiana Extract,피부컨디셔닝제(기타),
스테아라민옥사이드,Stearamine Oxide,"모발컨디셔닝제, 계면활성제-세정제, 계면활성제-거품형성제, 계면활성제-친수제",1.0
옥톡시놀-12,Octoxynol-12,계면활성제-유화제,7.0
효모/성모초/서양톱풀/보리지/유칼립투스/에버라스팅발효추출여과물,Saccharomyces/Alchemilla Vulgaris/Achillea Millefolium/Borago Officinalis/Eucalyptus Globulus/Helichrysum Arenarium Ferment Extract Filtrate,"산화방지제, 피부컨디셔닝제(기타)",
석창포추출물,Acorus Gramineus Extract,피부컨디셔닝제 (보습제),
서인도체리씨추출물,Malpighia Emarginata (Acerola) Seed Extract,"헤어컨디셔닝제, 보습제, 피부컨디셔닝제(유연제)",1.0
스페인자스민꽃추출물,Jasminum Grandiflorum (Jasmine) Flower Extract,착향제,
폴리쿼터늄-58,Polyquaternium-58,헤어컨디셔닝제,
폴리쿼터늄-28,Polyquaternium-28,"정전기방지제, 피막형성제, 모발고정제",1.0
무환자오일,Sapindus Mukorossi Fruit Oil,피부보호제,
에틸헥실벤조에이트,Ethylhexyl Benzoate,"피부컨디셔닝제(유연제), 용제",1.0
뽕나무뿌리수,Morus Alba Root Water,피부컨디셔닝제(기타),
워터레몬꽃추출물,Passiflora Laurifolia Flower Extract,피부컨디셔닝제(기타),1.0
카보머940,Carbomer 940,,1.0
아크릴레이트/브이피코폴리머,Acrylates/VP Copolymer,"결합제, 피막형성제, 모발고정제",
하이드록시데실유비퀴노일다이팔미토일글리세레이트,Hydroxydecyl Ubiquinoyl Dipalmitoyl Glycerate,피부컨디셔닝제(기타),
표고버섯균사체추출물,Lentinus Edodes Mycelium Extract,피부컨디셔닝제(기타),1.0
호동잎추출물,Calophyllum Inophyllum Leaf Extract,피부컨디셔닝제(보습제),
에칠라우로일알지네이트하이드로클로라이드,Ethyl Lauroyl Arginate HCl,"헤어컨디셔닝제, 피부컨디셔닝제(기타), 보존제",2.0
C9-13플루오로알코올,C9-13 Fluoroalcohol,피부컨디셔닝제,
다마스크장미꽃,Rosa Damascena Flower,피부컨디셔닝제(기타),
플라센타효소,Placental Enzymes,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
스테아릴다이하이드록시프로필다이모늄올리고사카라이드,Stearyl Dihydroxypropyldimonium Oligosaccharides,헤어컨디셔닝제,1.0
세틸다이글리세릴트리스(트라이메틸실록시)실릴에틸다이메티콘,Cetyl Diglyceryl Tris(Trimethylsiloxy)silylethyl Dimethicone,"유화안정제, 계면활성제(유화제)",3.0
오레가노추출물,Origanum Vulgare Extract,피부컨디셔닝제(기타),
칼슘아스코베이트,Calcium Ascorbate,"산화방지제, 피부컨디셔닝제(기타)",1.0
물푸레나무잎추출물,Fraxinus Rhynchophylla Leaf Extract,"산화방지제, 피부컨디셔닝제(기타)",
메틸알코올,Methyl Alcohol,"변성제, 착향제, 용제",
아스퍼질러스/밤보늬발효추출물,Aspergillus/Castanea Crenata Pellicle Ferment Extract,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
루바브뿌리추출물,Rheum Rhaponticum Root Extract,피부컨디셔닝제(기타),1.0
누룩곰팡이/보리가루/일본목련나무껍질추출물발효물,,,
메일펀뿌리추출물,Dryopteris Filix-Mas Root Extract,피부컨디셔닝제(기타),
촛대승마추출물,Cimicifuga Simplex Root Extract,피부컨디셔닝제(기타),1.0
양골담초추출물,Sarothamnus Scoparius Extract,산화방지제,1.0
오갈피나무껍질/뿌리/줄기추출물,Acanthopanax Sessiliflorus Bark/Root/Stem Extract,피부컨디셔닝제(기타),
골든듀드롭추출물,Duranta Repens Extract,피부컨디셔닝제(기타),
소이에틸모르폴리늄에토설페이트,Soyethyl Morpholinium Ethosulfate,정전기방지제,
다이옥틸도데세스-5라우로일글루타메이트,Dioctyldodeceth-5 Lauroyl Glutamate,"헤어컨디셔닝제, 피부컨디셔닝제(유연제)",
아이소스테아로일하이드롤라이즈드콜라겐,Isostearoyl Hydrolyzed Collagen,"헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제)",1.0
포타슘코코일하이드롤라이즈드콜라겐,Potassium Cocoyl Hydrolyzed Collagen,"모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제",2.0
석류석가루,Garnet Powder,"연마제, 피부컨디셔닝제(기타)",1.0
팜커넬아마이드디이에이,Palm Kernelamide DEA,"계면활성제(거품촉진제), 점도증가제(수성)",2.0
메발로노락톤,Mevalonolactone,피부컨디셔닝제(보습제),
코코일하이드롤라이즈드콜라겐,Cocoyl Hydrolyzed Collagen,"모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-세정제",1.0
포타슘코코일하이드롤라이즈드케라틴,Potassium Cocoyl Hydrolyzed Keratin,"헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제)",
토코페릴포스페이트,Tocopheryl Phosphate,"헤어컨디셔닝제, 계면활성제(세정제), 계면활성제(유화제)",1.0
사이클로테트라펩타이드-24아미노사이클로헥산카복실레이트,Cyclotetrapeptide-24 Aminocyclohexane Carboxylate,피부컨디셔닝제(기타),1.0
연꽃잎수,,,
베르가모트잎오일,Citrus Aurantium Bergamia (Bergamot) Leaf Oil,수렴제,1.0
하이드롤라이즈드펙틴,Hydrolyzed Pectin,피부컨디셔닝제(기타),
세테스-30,Ceteth-30,"계면활성제(세정제), 계면활성제(용해보조제)",
대잎모양아가베잎즙,,,
폴리아마이드-8,Polyamide-8,"결합제, 피막형성제, 피부보호제, 피부컨디셔닝제(유연제), 피부컨디셔닝제(수분차단제), 점도증가제(비수성)",1.0
폴리아마이드-3,Polyamide-3,피막형성제,1.0
나비콩꽃추출물,Clitoria Ternatea Flower Extract,피부컨디셔닝제(기타),1.0
때죽나무가지/열매/잎추출물,Styrax Japonicus Branch/Fruit/Leaf Extract,피부컨디셔닝제(기타),
피이지-20하이드로제네이티드캐스터오일트라이아이소스테아레이트,PEG-20 Hydrogenated Castor Oil Triisostearate,"계면활성제(유화제), 점도증가제(비수성)",
산국꽃추출물,Chrysanthemum Boreale Flower Extract,"산화방지제, 피부컨디셔닝제(기타)",
다이소듐피이지-5라우릴시트레이트설포석시네이트,Disodium PEG-5 Laurylcitrate Sulfosuccinate,"계면활성제(유화제), 계면활성제(친수제)",3.0
글리시리직애씨드,Glycyrrhizic Acid,"감미제, 착향제, 피부컨디셔닝제(기타)",
순무씨추출물,Brassica Rapa (Turnip) Seed Extract,피부컨디셔닝제(기타),
올레아마이드엠이에이,Oleamide MEA,"계면활성제(거품촉진제), 점도증가제(수성)",
메틸벤질메틸벤즈이미다졸피페리다이닐메탄온,Methylbenzyl Methylbenzimidazole Piperidinylmethanone,피부보호제,
폴리글리세릴-3카프릴레이트,Polyglyceryl-3 Caprylate,계면활성제-유화제,1.0
피타야추출물,Hylocereus Undatus Fruit Extract;Hylocereus Undatus (Dragon) Fruit Extract,"피부보호제, 피부컨디셔닝제(기타)",
세라마이드,Ceramide,,1.0
헨나잎가루,,염모제,
콘민트가루,Mentha Arvensis Powder,착향제,
대나무숯,Bamboo Charcoal,"연마제, 흡수제, 불투명화제",
7-디하이드로콜레스테릴팔미테이트,7-Dehydrocholesteryl Palmitate,피부보호제,
폴리쿼터늄-101,Polyquaternium-101,,
소듐라우로일이세티오네이트,Sodium Lauroyl Isethionate,계면활성제(세정제),1.0
다이메티콘피이지-8폴리아크릴레이트,Dimethicone PEG-8 Polyacrylate,"피막형성제, 가소제",3.0
마그네슘시트레이트,Magnesium Citrate,피부컨디셔닝제(기타),1.0
다윈튤립꽃추출물,Tulipa Darwin Flower Extract,피부컨디셔닝제(유연제),
모란꽃수,Paeonia Suffruticosa Flower Water,착향제,
에틸렌/소듐아크릴레이트코폴리머,Ethylene/Sodium Acrylate Copolymer,"결합제, 피막형성제, 점도증가제(수성)",
피이지-3다이메티콘,PEG-3 Dimethicone,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",3.0
맥아/쌀발효여과액,,,
두부,,,
피이지-6메틸에터,PEG-6 Methyl Ether,용제,3.0
빙산수,,,
아이소스테아로일하이드롤라이즈드실크,Isostearoyl Hydrolyzed Silk,피부컨디셔닝제(기타),1.0
난각막추출물,Egg Shell Membrane Extract,피부보호제,
미리스틸니코티네이트,Myristyl Nicotinate,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",1.0
캐스터아이소스테아레이트비즈왁스석시네이트,Castor Isostearate Beeswax Succinate,피부컨디셔닝제(수분차단제),1.0
라벤사라 아로마티카잎오일,Ravensara Aromatica Leaf Oil,착향제,1.0
사철쑥추출물,Artemisia Capillaris Extract,"피부컨디셔닝제(유연제), 피부컨디셔닝제(기타)",
티이에이-라우로일콜라겐아미노산,TEA-Lauroyl Collagen Amino Acids,"헤어컨디셔닝제, 계면활성제(세정제)",2.0
와일드라이스추출물,Zizania Aquatica Extract,착향제,
폴리글리세릴-4라우레이트/세바케이트,Polyglyceryl-4 Laurate/Sebacate,"계면활성제(친수제), 계면활성제(용해보조제)",
폴리글리세릴-6카프릴레이트/카프레이트,Polyglyceryl-6 Caprylate/Caprate,"계면활성제(친수제), 계면활성제(용해보조제)",
오발리신,Ovalicin,비듬방지제,
워터민트추출물,Mentha Aquatica Extract,"수렴제, 헤어컨디셔닝제, 네일컨디셔닝제, 피부컨디셔닝제(기타)",
하이드롤라이즈드느티만가닥버섯추출물,,,
락토바실러스/삼백초잎/뿌리발효여과물,,,
락토바실러스/소엽잎발효추출여과물,Lactobacillus/Perilla Frutescens Leaf Ferment Extract Filtrate,산화방지제,
락토바실러스/꾸지뽕나무껍질추출발효여과물,Lactobacillus/Cudrania Tricuspidata Bark Extract Ferment Filtrate,"산화방지제, 피부컨디셔닝제(기타)",
피피지-11스테아릴에터,PPG-11 Stearyl Ether,피부컨디셔닝제(유연제),1.0
미리스탈코늄클로라이드,Myristalkonium Chloride,"산화방지제, 계면활성제(세정제)",
쿼터늄-14,Quaternium-14,"정전기방지제, 헤어컨디셔닝제",3.0
아이소풀렉올,Isopulegol,"감미제, 착향제",1.0
까르께하추출물,Baccharis Genistelloides Extract,피부보호제,1.0
패션프룻꽃추출물,Passiflora Edulis Flower Extract,피부컨디셔닝제(기타),
월하미인꽃추출물,Epiphyllum Oxypetalum Flower Extract,피부컨디셔닝제(기타),
옥틸도데실올리에이트,Octyldodecyl Oleate,수분증발차단제,1.0
알라닌글루타메이트,Alanine Glutamate,피부컨디셔닝제(기타),
지렁이점액,Earthworm Secretion,"피부보호제, 피부컨디셔닝제(유연제), 피부컨디셔닝제(보습제)",
소듐망고암포아세테이트,Sodium Mangoamphoacetate,계면활성제(세정제),1.0
하이드로제네이티드퀸즈랜드넛오일,Hydrogenated Macadamia Seed Oil,"헤어컨디셔닝제, 피부컨디셔닝제(유연제)",1.0
팔미토일헥사펩타이드-15,Palmitoyl Hexapeptide-15,피부컨디셔닝제(기타),
효모/쌀발효여과물,Saccharomyces/Rice Ferment Filtrate,피부컨디셔닝제(기타),
라우레스-16,Laureth-16,"계면활성제(세정제), 계면활성제(유화제)",3.0
캐비어수,Caviar Water,피부컨디셔닝제(기타),
크랜베리씨가루,Vaccinium Macrocarpon (Cranberry) Seed Powder,연마제,
마유,Mare Milk,피부컨디셔닝제(기타),
락토바실러스/영지버섯추출물/표고버섯추출물발효여과물,Lactobacillus/Ganoderma Lucidum (Reishi Mushroom) Extract/Lentinus Edodes (Shiitake Mushroom) Extract Ferment Filtrate,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
하이드로제네이티드해바라기씨오일,Hydrogenated Sunflower Seed Oil,"피부컨디셔닝제(수분차단제), 점도증가제(비수성)",1.0
팔미토일트라이펩타이드-5아미도프로필아스코빌포스페이트에이치씨엘,Palmitoyl Tripeptide-5 Amidopropyl Ascorbyl Phosphate HCl,피부컨디셔닝제(기타),
C9-13아이소파라핀,C9-13 Isoparaffin,"용제, 점도감소제",1.0
덱스트린아이소스테아레이트,Dextrin Isostearate,피부컨디셔닝제(기타),
부틸렌글라이콜라우레이트,Butylene Glycol Laurate,"피부컨디셔닝제(유연제), 계면활성제(유화제)",1.0
무잎추출물,Raphanus Sativus (Radish) Leaf Extract,피부컨디셔닝제(보습제),
소듐코코일밀아미노산,Sodium Cocoyl Wheat Amino Acids,"헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(세정제)",1.0
라우릴알코올다이포스포닉애씨드,Lauryl Alcohol Diphosphonic Acid,유화안정제,1.0
