keyword,embedding
익숙,"[0.8194215297698975, -0.6842433214187622, -0.22023582458496094, -0.312601238489151, 0.4537065327167511, -0.038208600133657455, 1.094814658164978, -0.1549471765756607, 0.8162045478820801, -0.10770481824874878, 0.028291577473282814, -0.14964479207992554, -0.27197691798210144, 0.5124107003211975, 0.21094900369644165, 0.4804869294166565, 0.05721282213926315, 0.2029585987329483, 0.501480221748352, 0.3527151048183441, -0.3525754511356354, -0.10755505412817001, 0.41355884075164795, -0.2974696755409241, 0.11940666288137436, -0.21226607263088226, 0.3230683207511902, 0.13018381595611572, 0.5667950510978699, 0.40677085518836975, -0.9673002362251282, -0.18563412129878998, 0.016445856541395187, 0.38546204566955566, 0.0010739488061517477, 0.09559523314237595, 0.33652758598327637, -0.08928836137056351, -0.6210852861404419, -1.2448387145996094, -0.4634914696216583, 0.008039106614887714, 0.34174981713294983, 0.6373245716094971, 0.19597244262695312, -0.18546384572982788, 0.6154904365539551, 0.10257809609174728, 0.009248411282896996, -0.5753620862960815, 0.11630959808826447, -0.19724343717098236, -0.39653339982032776, 0.43430209159851074, -0.004339568316936493, 0.782142162322998, 0.19574643671512604, 0.6830646991729736, 0.5461586713790894, -0.0013766688061878085, -0.3485001027584076, 0.3188663721084595, 0.12912331521511078, 0.37540483474731445, -1.1165598630905151, -0.12161415815353394, -0.2098744511604309, 0.15637032687664032, -0.3901340961456299, 0.04909408465027809, -0.5527022480964661, -0.6048392057418823, -0.10855906456708908, -0.7066725492477417, 0.06926475465297699, -0.2780684232711792, -0.22790269553661346, 0.5097700357437134, -0.6737678050994873, 0.22732947766780853, -0.24121876060962677, 0.5704477429389954, 0.3653584420681, 0.34031930565834045, -0.7079106569290161, 0.4177304804325104, -0.1012197807431221, -0.24881091713905334, 0.6669797897338867, -0.7745416164398193, 0.18591174483299255, 0.732293426990509, 0.18683038651943207, 0.05769079178571701, -0.17857329547405243, 0.39175185561180115, -0.19842764735221863, -0.2458425909280777, 0.529054582118988, 0.6171654462814331]"
꼼꼼,"[0.25626856088638306, -0.45042192935943604, -0.24516555666923523, 0.2061402052640915, 0.17435555160045624, -0.06288784742355347, 0.4558985233306885, -0.28629785776138306, 0.36784103512763977, -0.033137138932943344, -0.0301872119307518, 0.09413601458072662, -0.06770772486925125, -0.21702240407466888, 0.5759443640708923, 0.06392760574817657, -0.5677200555801392, 0.4528003931045532, 0.7366043329238892, -0.09501894563436508, -0.13992148637771606, 0.6505337953567505, 0.28581884503364563, -0.2774873673915863, -0.03610924631357193, -0.06236833706498146, 0.17221078276634216, -0.06831963360309601, 0.012755685485899448, 0.2557695209980011, -0.5986950397491455, -0.30039405822753906, -0.12272751331329346, -0.17543083429336548, -0.08825142681598663, -0.1374296098947525, 0.15462635457515717, -0.483124703168869, -0.8685110807418823, -0.8699632883071899, -0.8029717803001404, -0.17433251440525055, -0.19390162825584412, -0.1730939745903015, 0.2886141240596771, -0.024873899295926094, 0.7805396318435669, 0.22662460803985596, 0.6380952596664429, -0.6488955020904541, -0.4529276192188263, -0.5020548701286316, -0.452006995677948, 0.3051128685474396, 0.3055458068847656, 0.09231983125209808, -0.19036027789115906, 0.5912376046180725, 0.7570363283157349, -0.23948518931865692, -0.2752244770526886, 0.514764130115509, 0.5483185648918152, 0.6410282850265503, -0.3946346342563629, 0.30076220631599426, -0.5686100125312805, 0.05836184695363045, -0.34202054142951965, -0.05816369876265526, -0.5214387774467468, -0.6266489028930664, -0.2726621627807617, -0.2171570509672165, 0.7020189166069031, -0.6286437511444092, 0.04343494400382042, 0.25820043683052063, -0.36637264490127563, 0.41093021631240845, -0.4284716248512268, 0.0928756520152092, 0.4134097397327423, -0.0259920172393322, -0.11526025086641312, 0.16948038339614868, -0.10067663341760635, -0.3931804895401001, 0.061440691351890564, -0.7170011401176453, 0.6982842683792114, 0.13406270742416382, 0.28813818097114563, 0.27860334515571594, -0.17993921041488647, 0.6072284579277039, 0.5160917043685913, 0.2744649648666382, 0.5471075773239136, -0.1031113788485527]"
따뜻,"[0.5618353486061096, -0.37006404995918274, -0.29576846957206726, 0.20705200731754303, 0.4335460662841797, 0.42947497963905334, 0.3718548119068146, -0.2897959351539612, 0.4780389666557312, 0.42341944575309753, -0.04465419054031372, -0.6862437725067139, -0.5772570967674255, 0.12666700780391693, 0.49892038106918335, 0.47787219285964966, -0.07220688462257385, 0.507049024105072, 0.586658239364624, 0.057342346757650375, -0.1063341349363327, 0.4628893733024597, -0.15215586125850677, -0.0006552361883223057, -0.21893170475959778, -0.2807590067386627, 0.4051377475261688, 0.42324382066726685, 0.4452073574066162, 0.1324256956577301, -0.7440663576126099, 0.30269476771354675, -0.000629450601991266, 0.3679254353046417, 0.28848588466644287, 0.7040838003158569, 0.299892783164978, -0.5172285437583923, -0.47782814502716064, -1.3184669017791748, -0.5061230063438416, -0.1451844573020935, 0.1928875893354416, -0.6152454018592834, 0.40496429800987244, 0.2368995100259781, 0.879082977771759, 0.4552544355392456, -0.1554299294948578, -0.5671281218528748, 0.008692130446434021, 0.017154471948742867, -0.13304267823696136, 0.6916540861129761, 0.008879552595317364, 0.2828544080257416, 0.24367772042751312, 0.6364848613739014, 0.2664255201816559, 0.49722808599472046, -0.8113086819648743, -0.16386911273002625, 0.3111335039138794, 0.06494031846523285, -0.948735773563385, 0.549210786819458, -0.013273979537189007, -0.3671184778213501, 0.11362864077091217, 0.3332750201225281, -0.22445285320281982, -0.23549048602581024, -0.4077090620994568, 0.44444721937179565, 0.6280390024185181, -0.6926724910736084, 0.14212511479854584, 0.3677825927734375, -0.6298258304595947, 0.2734745740890503, -0.13489115238189697, -0.22422221302986145, 0.1876382976770401, -0.3054428696632385, -0.49356842041015625, 0.05558472126722336, -0.23098069429397583, -0.4382181465625763, -0.17447541654109955, -0.3661147952079773, 0.45742833614349365, 0.08049988001585007, -0.10531330108642578, 0.39589571952819824, -0.1000613123178482, 1.0982543230056763, -0.13477599620819092, -0.320770800113678, -0.11443697661161423, 0.7838416695594788]"
향긋,"[0.0478769950568676, -0.4254666268825531, -0.28234580159187317, 0.034909311681985855, 0.4916328191757202, 0.32271093130111694, 0.008808277547359467, -0.19283969700336456, 0.29826080799102783, 0.22641831636428833, 0.05449827387928963, -0.10651779919862747, -0.40471431612968445, 0.020711194723844528, 0.3442637324333191, 0.5484151244163513, -0.04008142650127411, 0.3928959369659424, 0.44330164790153503, -0.011751262471079826, -0.10337163507938385, 0.48939669132232666, -0.25069698691368103, 0.14947447180747986, -0.05938224494457245, 0.04711548238992691, -0.0627751424908638, -0.3012772798538208, 0.10353824496269226, 0.056387435644865036, -0.056140683591365814, 0.40245991945266724, -0.006068199407309294, -0.011697567999362946, 0.16255415976047516, 0.3031167984008789, 0.32848143577575684, -0.26049238443374634, 0.06313864886760712, -0.6448827981948853, -0.22431285679340363, -0.32795700430870056, -0.13543905317783356, -0.1485881209373474, 0.0756724402308464, 0.1030094176530838, 0.23276393115520477, 0.16366606950759888, -0.46712490916252136, -0.16519169509410858, 0.055767327547073364, 0.171359583735466, -0.21747848391532898, 0.14833784103393555, -0.23548373579978943, 0.25518813729286194, 0.09001349657773972, 0.14386126399040222, 0.18291497230529785, 0.06228499114513397, -0.6693476438522339, -0.009051347151398659, -0.004565952345728874, 0.08115819096565247, -0.44255056977272034, 0.44285449385643005, 0.05381085351109505, 0.09763545542955399, -0.10294748097658157, -0.16064924001693726, -0.37407174706459045, -0.403865784406662, -0.02373889833688736, 0.2288505584001541, 0.22616705298423767, -0.33969488739967346, -0.2841329872608185, 0.2140485644340515, -0.39204496145248413, 0.27604275941848755, -0.02672722563147545, -0.22115463018417358, 0.04300840571522713, 0.04877488687634468, -0.07857386767864227, 0.10202984511852264, -0.1660420447587967, 0.03589127957820892, 0.5546123385429382, -0.0512138269841671, 0.18791480362415314, -0.15279452502727509, -0.06976011395454407, 0.238123819231987, -0.42179611325263977, 0.4321853220462799, 0.17508113384246826, -0.09966092556715012, 0.09799081087112427, 0.07854650169610977]"
포근,"[0.07581181079149246, -0.24888494610786438, -0.04569259285926819, 0.3639483153820038, 0.21630001068115234, 0.2778582274913788, 0.2618221342563629, -0.2187040001153946, 0.4650569260120392, -0.08152041584253311, -0.1329730749130249, -0.23036892712116241, -0.16124410927295685, -0.010946216993033886, 0.31704363226890564, 0.6266006827354431, -0.18629060685634613, 0.5209555625915527, 0.33682316541671753, 0.045472413301467896, -0.423063725233078, 0.5373514294624329, -0.0786719024181366, 0.18444809317588806, -0.19351743161678314, -0.1402731090784073, 0.22915631532669067, 0.09116420894861221, 0.13709570467472076, 0.15806163847446442, -0.5350308418273926, 0.24597273766994476, -0.3232278525829315, -0.011856712400913239, 0.32879385352134705, 0.4056589603424072, 0.15887203812599182, -0.2182556539773941, -0.2501768469810486, -0.7713372111320496, -0.48022937774658203, -0.3859409689903259, -0.1150049939751625, -0.17637117207050323, 0.1024995893239975, 0.3140208423137665, 0.363163024187088, 0.3129187822341919, -0.40563008189201355, -0.33395081758499146, 0.05836726725101471, 0.128736212849617, -0.15493451058864594, 0.3068050146102905, -0.414478600025177, 0.4671941101551056, 0.247214213013649, 0.30433908104896545, 0.0649992823600769, 0.24871516227722168, -0.6205307841300964, -0.09727053344249725, 0.5062572360038757, -0.01439578551799059, -0.7263258695602417, 0.06816746294498444, 0.01189479511231184, -0.13086088001728058, 0.07351965457201004, 0.22934910655021667, -0.30354148149490356, -0.4126538336277008, -0.3080900013446808, 0.22394892573356628, 0.309244841337204, -0.42341431975364685, -0.21484723687171936, 0.18594048917293549, -0.47306063771247864, -0.07254833728075027, 0.05846865102648735, -0.19077277183532715, 0.1450832337141037, -0.15616251528263092, 0.003957745153456926, -0.12692077457904816, -0.20970702171325684, 0.13726387917995453, 0.4726385772228241, -0.33473819494247437, 0.07551774382591248, 0.06224878504872322, 0.22706346213817596, 0.4262976050376892, -0.33732885122299194, 0.3961097300052643, 0.04123175889253616, -0.39234352111816406, 0.05130283907055855, 0.05550354719161987]"
발랄,"[-0.08613013476133347, -0.2775476276874542, 0.2980305552482605, 0.44162750244140625, 0.38106879591941833, 0.0684921070933342, 0.017101284116506577, -0.4537457227706909, 0.2906150221824646, 0.08294057846069336, -0.07936753332614899, -0.5501074194908142, -0.36809518933296204, 0.8320621252059937, 0.7908483743667603, 0.9057631492614746, -0.35299158096313477, 0.6526377201080322, 0.359697550535202, 0.2648254632949829, -0.5359892845153809, 0.574476957321167, 0.3704427182674408, 0.05456601828336716, -0.03688874468207359, -0.6604254245758057, -0.5909699201583862, -0.15085630118846893, 0.3744361400604248, 0.3021552264690399, -0.3691039979457855, -0.04489323869347572, -0.1911485344171524, 0.129999577999115, -0.0696103423833847, 0.32124075293540955, 0.07259403169155121, -0.3743785321712494, -0.8667654395103455, -0.8895151615142822, -0.38538604974746704, -0.5380014181137085, -0.16842223703861237, -0.39890530705451965, 0.3692864179611206, 0.3349572420120239, 0.7087332010269165, 0.3919171690940857, 0.27583426237106323, -0.4018699526786804, 0.4368099868297577, -0.4475041925907135, -0.32757240533828735, 0.31182464957237244, -0.6196097731590271, 0.2547590434551239, 0.0012413085205480456, 0.23846207559108734, -0.321968674659729, -0.18436042964458466, -0.5857743620872498, -0.3347266912460327, 0.7014011740684509, 0.08176980912685394, -0.7372713685035706, -0.05915122851729393, 0.1360093355178833, -0.20515994727611542, -0.09503216296434402, 0.05652390047907829, -0.8643307089805603, -0.5083192586898804, -0.17740963399410248, 0.19207033514976501, 0.13933055102825165, -0.5422403812408447, 0.5333337783813477, 0.0652599111199379, -0.821107029914856, 0.23233869671821594, -0.4697210192680359, 0.1419917792081833, 0.3276249170303345, 0.025757579132914543, 0.4795688986778259, -0.08665920794010162, -0.42065900564193726, 0.07411826401948929, 0.38203030824661255, -0.3599160611629486, 0.4883507192134857, 0.18816663324832916, 0.3442314565181732, 0.5405228734016418, -1.0002400875091553, 0.7038307189941406, 0.2579890489578247, 0.03395689278841019, 0.12473467737436295, -0.20175783336162567]"
우아,"[-0.10442934185266495, -0.4213995635509491, -0.076173797249794, 0.8243235945701599, 0.13628818094730377, 0.563930869102478, -0.06184414401650429, -0.7256123423576355, 0.9657055139541626, 0.14604680240154266, 0.06353842467069626, -0.007608331274241209, -0.7516006827354431, -0.21580946445465088, 0.5882931351661682, 0.28578251600265503, -0.15960854291915894, 0.0267476849257946, 0.19503524899482727, 0.022061316296458244, -0.22212469577789307, 0.6559494137763977, 0.18716761469841003, 0.05683138594031334, 0.33391883969306946, -0.7550187706947327, -0.16784365475177765, -0.05958586931228638, 0.16185782849788666, 0.307451993227005, -0.3869578242301941, 0.1854550540447235, -0.25538089871406555, -0.12598036229610443, -0.6734763383865356, 0.835991382598877, -0.18710774183273315, -0.3028254508972168, -1.1468714475631714, -0.5001114010810852, -1.0051047801971436, -0.12744417786598206, -0.1308031678199768, -0.5433654189109802, 0.04214365407824516, 0.10055142641067505, 0.4792722165584564, 0.6703992486000061, -0.32874220609664917, -0.5634394288063049, -0.43099337816238403, -0.06572862714529037, -0.3593078553676605, 0.569689929485321, -0.022225461900234222, 0.03337337076663971, -0.4337591826915741, 0.5840554237365723, -0.39405104517936707, -0.10465949773788452, -0.3149305284023285, 0.017042087391018867, 0.13781839609146118, 0.1695096790790558, -0.3903142809867859, 0.43052905797958374, -0.08175694197416306, -0.44382017850875854, -0.057830143719911575, 0.10693582892417908, -0.05970890820026398, -0.02748894691467285, 0.05483349785208702, -0.13880100846290588, 0.10655459016561508, -0.7389748692512512, 0.30311495065689087, -0.08930621296167374, -0.8346929550170898, 0.25656405091285706, -0.3928062617778778, -0.25752586126327515, 0.2116301953792572, -0.3066542148590088, 0.2611791491508484, 0.21366511285305023, -0.3230050802230835, -0.222502201795578, 0.46654531359672546, -0.6163157224655151, -0.445785790681839, 0.20509137213230133, 0.23896607756614685, 0.1011304184794426, -0.8313660025596619, 0.5622432231903076, 0.12744095921516418, -0.32161420583724976, 0.4710082709789276, 0.14392995834350586]"
세련,"[-0.048198893666267395, -0.5748144388198853, 0.2190541923046112, 0.34018224477767944, 0.4145197868347168, 0.34963858127593994, 0.6530925631523132, -0.6671764850616455, 0.9434003829956055, -0.21467721462249756, 0.3058207333087921, -0.6719505190849304, -0.5193859934806824, 0.43909427523612976, 0.5138071775436401, 0.3465375304222107, -0.327873170375824, 0.07355275005102158, 0.5701494216918945, 0.12357010692358017, -0.5876026153564453, 0.41826897859573364, 0.11729912459850311, 0.1369602531194687, -0.5789626836776733, -0.7244555354118347, -0.06133824959397316, -0.25521722435951233, 0.05604022368788719, 0.460903525352478, -0.23397000133991241, 0.12473691999912262, 0.15457682311534882, -0.10309028625488281, -0.06974957883358002, 0.568386435508728, -0.09064378589391708, -0.7410732507705688, -0.35474762320518494, -1.202317476272583, -0.42623642086982727, -0.12207186222076416, -0.6100510358810425, 0.2136734127998352, 0.13806132972240448, -0.20196017622947693, 0.6340425610542297, 0.1828821450471878, -0.02285737916827202, -0.7585787177085876, -0.3636925220489502, -0.40354686975479126, -0.33204615116119385, 0.4335160255432129, -0.06204446032643318, -0.4811706840991974, 0.1351601779460907, 0.7135367393493652, -0.1590510606765747, -0.6845314502716064, -0.3877898156642914, -0.16123898327350616, 0.5035836100578308, -0.05057130008935928, -0.49331972002983093, 0.17664404213428497, -0.8382906317710876, -0.1741839051246643, -0.7376101613044739, 0.07544262707233429, -0.587142825126648, -0.19028538465499878, 0.3202775716781616, -0.4691908061504364, -0.1747654676437378, -1.255266547203064, -0.2294371873140335, 0.17380698025226593, -0.0378950797021389, -0.16082829236984253, -0.6084223985671997, 0.1245071142911911, 0.0017244224436581135, 0.10505235195159912, -0.2495148628950119, -0.2767765522003174, -0.4069359302520752, -0.14455156028270721, 0.733910083770752, -0.7730563282966614, 0.2741728127002716, 0.4150031507015228, 0.8375639915466309, 0.265107661485672, -0.8132269382476807, 0.5593377947807312, 0.43264105916023254, -0.21424779295921326, 0.651758074760437, -0.19921614229679108]"
섹시,"[-0.08349526673555374, -0.5437571406364441, -0.12875470519065857, 0.38683807849884033, 0.4269607961177826, 0.5360348224639893, -0.1315656453371048, -0.46777576208114624, 0.8611236810684204, -0.10823831707239151, 0.06686534732580185, -0.11166109144687653, -0.33629727363586426, 0.33118247985839844, 0.3479187786579132, 0.45358312129974365, 0.06232453137636185, 0.7573407888412476, 0.5515165328979492, 0.3266967833042145, -0.01810753531754017, 0.4094051122665405, -0.0020085491705685854, 0.1026676669716835, 0.19573725759983063, -0.33974406123161316, -0.9607100486755371, -0.34603962302207947, -0.25255703926086426, -0.139699786901474, -0.5005394816398621, 0.04762507975101471, 0.2921895682811737, -0.17462295293807983, -0.19794677197933197, 0.5716012120246887, 0.2143200933933258, 0.13496248424053192, -1.0996031761169434, -0.4071873724460602, 0.038637299090623856, -0.39025574922561646, -0.02358345501124859, -0.4039289653301239, 0.35964059829711914, 0.4366004765033722, 0.12452206760644913, 0.44521576166152954, -0.050478577613830566, -0.9335305094718933, 0.34691888093948364, -0.1689271777868271, -0.06215325742959976, 0.349818617105484, -0.49820002913475037, 0.09516678005456924, 0.21995055675506592, 0.6607917547225952, -0.0021583230700343847, -0.22029820084571838, -0.1471971869468689, -0.030994294211268425, 0.8986867070198059, -0.1755744069814682, -0.4432021677494049, -0.6126058101654053, -0.1822388470172882, -0.49415603280067444, 0.08392331004142761, 0.301192045211792, -0.7925422787666321, -0.29525938630104065, -0.3308585286140442, -0.1475478708744049, -0.21883468329906464, -0.15620559453964233, 0.5519139766693115, 0.30079010128974915, -0.5838438868522644, -0.41560041904449463, -0.20271319150924683, 0.09095224738121033, 0.5043735504150391, 0.10281752049922943, 0.2091180682182312, -0.2597059905529022, -0.7339845895767212, 0.131624236702919, 0.18179725110530853, -0.9012279510498047, 1.092186450958252, 0.2776097357273102, 0.3562090992927551, 0.021963803097605705, -0.5512762069702148, 0.5843784213066101, 0.6454938054084778, -0.4323042035102844, 0.1835089772939682, 0.24809136986732483]"
독특,"[0.09246177971363068, -0.6917251944541931, -0.02221052721142769, 0.5358448028564453, 0.4707530736923218, 0.24717295169830322, 0.6727544665336609, -0.21760815382003784, 0.37418055534362793, 0.002432271372526884, 0.06104160100221634, -0.43729734420776367, -0.7350300550460815, 0.007786049507558346, 0.6021609902381897, 0.7931724786758423, 0.011226654052734375, 0.3227565586566925, 0.4799182116985321, -0.058771491050720215, -0.24258288741111755, 0.5006790161132812, 0.26504209637641907, -0.046152982860803604, -0.19087418913841248, -0.5474505424499512, -0.2329973727464676, -0.32655856013298035, 0.17564186453819275, 0.3775433897972107, -0.32654833793640137, 0.24388816952705383, 0.25614044070243835, -0.22993597388267517, -0.22350196540355682, 0.5548614859580994, 0.018784960731863976, -0.5215300917625427, -0.3841610848903656, -1.1282768249511719, -0.41449305415153503, 0.18053612112998962, 0.0008781841024756432, 0.08145912736654282, 0.20031701028347015, -0.30816033482551575, 0.43660154938697815, 0.42250776290893555, -0.18309342861175537, -0.6282162666320801, -0.3373101055622101, -0.07450699806213379, -0.13718773424625397, 0.14683568477630615, -0.41267600655555725, 0.48714861273765564, -0.05611832067370415, 0.04054849222302437, -0.05864386633038521, -0.3286011517047882, -0.4837511479854584, 0.14032495021820068, 0.23829609155654907, 0.19716525077819824, -0.1897108107805252, 0.23305490612983704, -0.3362221419811249, 0.008172474801540375, -0.17012570798397064, 0.39308440685272217, -0.038296282291412354, -0.41360795497894287, 0.2056521326303482, 0.05570538714528084, 0.26418426632881165, -0.844504177570343, -0.4271289110183716, 0.6165058016777039, -0.3565102517604828, 0.046829402446746826, -0.46928340196609497, 0.09218300133943558, 0.020213842391967773, -0.31218045949935913, 0.006231070030480623, -0.03547850623726845, -0.17718926072120667, -0.34220072627067566, 0.22135762870311737, -0.18094077706336975, 0.5679630637168884, 0.41698983311653137, 0.048608481884002686, 0.1798844337463379, -0.8862271904945374, 0.5990517735481262, 0.030310649424791336, -0.0248993132263422, 0.42867136001586914, -0.25948551297187805]"
오묘,"[-0.08444163203239441, -0.23961684107780457, -0.11747052520513535, 0.04641548916697502, 0.24136987328529358, 0.04392464831471443, 0.6620684266090393, -0.2681136429309845, 0.13771122694015503, 0.18674825131893158, 0.013858473859727383, -0.20866316556930542, -0.18262900412082672, 0.12049510329961777, 0.6211159229278564, 0.5698569416999817, -0.30881810188293457, 0.5756931304931641, 0.6035655736923218, 0.10510215163230896, -0.2946052849292755, 0.3865894377231598, 0.0330769307911396, 0.39864251017570496, -0.08139772713184357, -0.46403154730796814, -0.03121585212647915, 0.08293143659830093, 0.038455184549093246, 0.3009604513645172, -0.5298124551773071, 0.32604512572288513, -0.2519245445728302, -0.17517322301864624, -0.033992473036050797, 0.5273603200912476, -0.002768605714663863, -0.2502496540546417, -0.5954263806343079, -0.7838859558105469, -0.5643943548202515, 0.20982354879379272, -0.5447221994400024, -0.41280418634414673, -0.09651362895965576, 0.22498399019241333, 0.43175211548805237, 0.3316066265106201, -0.022847101092338562, -0.5284465551376343, -0.31207773089408875, 0.06985856592655182, -0.25663891434669495, -0.029376687481999397, 0.08524701744318008, 0.22573499381542206, 0.05845458433032036, 0.4105626940727234, 0.03487506881356239, -0.1600009948015213, -0.49680274724960327, -0.2562847435474396, 0.24383960664272308, 0.36657896637916565, -0.4430508017539978, 0.29695114493370056, 0.000461146846646443, 0.29351505637168884, -0.3069397211074829, 0.029945261776447296, -0.060611791908741, -0.01190073974430561, -0.07174686342477798, -0.12238252907991409, 0.07697580009698868, -0.2906063199043274, -0.22671417891979218, 0.2964664697647095, -0.36946675181388855, 0.14314517378807068, -0.2370942384004593, 0.01611749455332756, 0.2774423062801361, -0.194048672914505, -0.30033406615257263, -0.021398846060037613, -0.3219655752182007, 0.04638931155204773, 0.32477232813835144, -0.2612368166446686, 0.3580006957054138, 0.09706857800483704, -0.03691140562295914, 0.45318499207496643, -0.31347760558128357, 0.3330036699771881, -0.1564859002828598, 0.2322702556848526, 0.047775477170944214, -0.20782150328159332]"
푹신,"[0.1205672174692154, -0.42772045731544495, -0.1328011304140091, 0.006697263568639755, 0.6081237196922302, 0.370715469121933, 0.23601488769054413, -0.0941808670759201, 0.4202256202697754, -0.12546853721141815, 0.04510841146111488, 0.05581780523061752, -0.6550722718238831, -0.062143851071596146, 0.3414873480796814, 0.34556418657302856, -0.27046358585357666, 0.6016866564750671, 0.39576205611228943, -0.16785047948360443, -0.33272814750671387, 0.22812865674495697, -0.09438783675432205, 0.2144697904586792, -0.04832250252366066, 0.21332210302352905, 0.29888486862182617, -0.2725642919540405, 0.011358153074979782, 0.08292274177074432, -0.045716967433691025, 0.12845252454280853, 0.021971039474010468, 0.0526936799287796, 0.026657991111278534, 0.26832500100135803, 0.21988341212272644, -0.2312459945678711, -0.10152840614318848, -0.3255612850189209, -0.2704000473022461, -0.38000962138175964, -0.14646859467029572, -0.17220431566238403, 0.1934213638305664, -0.017202408984303474, 0.43025463819503784, 0.46263253688812256, -0.2830323874950409, -0.27728548645973206, -0.03540718927979469, 0.18923823535442352, -0.042409855872392654, 0.0174447949975729, -0.269959032535553, 0.39651742577552795, 0.17129139602184296, 0.13182933628559113, 0.21182487905025482, 0.003962082788348198, -0.5742149353027344, 0.4013231098651886, 0.0536821074783802, 0.2132655382156372, -0.32428446412086487, 0.24102652072906494, 0.06997588276863098, -0.012488655745983124, -0.2562665641307831, 0.0006507656653411686, -0.601178765296936, -0.531061589717865, 0.01857348345220089, 0.2801220118999481, 0.004031828138977289, -0.34315627813339233, 0.01789950206875801, 0.21869030594825745, -0.12856975197792053, 0.06122548505663872, 0.1070762649178505, -0.34869760274887085, -0.03611288592219353, 0.07569921761751175, 0.16660328209400177, 0.08284996449947357, -0.3627264201641083, 0.17967385053634644, 0.39456743001937866, -0.23897311091423035, 0.24117255210876465, 0.013249019160866737, 0.059575073421001434, 0.3347066640853882, -0.22966553270816803, 0.4205666482448578, 0.22357699275016785, -0.3002778887748718, -0.07592523843050003, 0.13033387064933777]"
두툼,"[-0.13175663352012634, -0.8323274850845337, -0.6325517296791077, 0.06507575511932373, 0.5968745946884155, 0.6387743949890137, 0.39298003911972046, -0.6830906271934509, 0.6726651787757874, 0.06905008107423782, -0.017180049791932106, -0.3012832999229431, -0.9995506405830383, -0.3950561583042145, 0.2240063101053238, 0.8039149641990662, -0.5921959280967712, 0.3823392987251282, 0.6840515732765198, -0.4625496566295624, -0.9670777916908264, 0.08243168890476227, -0.1265215426683426, 0.5818625688552856, -0.16661790013313293, 0.1471388339996338, 0.5812119245529175, -0.34628263115882874, 0.20138633251190186, 0.11869487911462784, -0.2817968726158142, -0.16492879390716553, 0.038600075989961624, -0.03653367608785629, -0.030983000993728638, 0.9038225412368774, 0.3846624195575714, -0.4483470916748047, -0.2945200800895691, -0.37734314799308777, -0.5110439658164978, -0.231488898396492, 0.006615611724555492, 0.03184908255934715, 0.1345704346895218, -0.019543999806046486, 0.9393347501754761, 0.33554062247276306, -0.294240266084671, -0.5811459422111511, 0.08223731070756912, -0.16402380168437958, -0.10611260682344437, 0.2144133746623993, -0.7020780444145203, 0.90166175365448, 0.11036239564418793, 0.2348451465368271, -0.10426829755306244, 0.1881290078163147, -0.6194039583206177, 0.6734766364097595, -0.15285983681678772, 0.31282997131347656, 0.07438403367996216, 0.7369176149368286, -0.1024002805352211, -0.005102584604173899, 0.17048874497413635, -0.08806747198104858, -0.8278430700302124, -0.537905752658844, 0.3095856308937073, 0.1870192587375641, 0.21101140975952148, -0.5061948299407959, -0.032391536980867386, 0.05461958423256874, 0.17163193225860596, -0.04872258007526398, 0.0907355323433876, -0.3748477101325989, -0.17725174129009247, -0.015311839058995247, -0.30066540837287903, 0.5682525634765625, -0.15969900786876678, 0.1269950121641159, 0.433909147977829, -0.7448539137840271, 0.283040851354599, 0.1328435242176056, -0.3114575147628784, 0.33747729659080505, -0.8706614971160889, 0.8865063190460205, 0.41572871804237366, 0.20972180366516113, 0.6241808533668518, 0.24657301604747772]"
